Crop,temperature,Soil_Moisture,Area_in_hectares,Production_in_tons,Crop_Type,N,P,K,pH,rainfall,Yield_ton_per_hec
Other  Rabi pulses,36.0,54,29.0,10.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,3065.0,7273.0,kharif,120,40,20,5.46,654.34,1.287671233
Pome Granet,36.0,54,39.0,523.0,kharif,120,40,20,5.46,654.34,1.287671233
Cotton(lint),36.0,54,330.0,679.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,399.0,269.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,4729.0,2705.0,kharif,120,40,20,5.46,654.34,1.287671233
Wheat,36.0,54,2.0,2.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,679.0,2463.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,250.0,278.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,15.0,7.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,70.0,65.0,kharif,120,40,20,5.46,654.34,1.287671233
Wheat,36.0,54,12.0,8.0,kharif,120,40,20,5.46,654.34,1.287671233
Arhar/Tur,36.0,54,2367.0,360.0,kharif,120,40,20,5.46,654.34,1.287671233
Groundnut,36.0,54,15754.0,6963.0,kharif,120,40,20,5.46,654.34,1.287671233
Castor seed,36.0,54,25.0,14.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,800.0,400.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,2700.0,5700.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,2644.0,637.0,kharif,120,40,20,5.46,654.34,1.287671233
Rapeseed &Mustard,36.0,54,13.0,2.0,kharif,120,40,20,5.46,654.34,1.287671233
Arhar/Tur,36.0,54,9762.0,6316.0,kharif,120,40,20,5.46,654.34,1.287671233
Onion,36.0,54,11.0,154.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,640.0,135.0,kharif,120,40,20,5.46,654.34,1.287671233
Tobacco,36.0,54,2669.0,7177.0,kharif,120,40,20,5.46,654.34,1.287671233
Onion,36.0,54,10.0,139.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,187.0,47.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,12.0,160.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,81.0,27.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,1000.0,1663.0,kharif,120,40,20,5.46,654.34,1.287671233
Rapeseed &Mustard,36.0,54,965.0,89.0,kharif,120,40,20,5.46,654.34,1.287671233
Orange,36.0,54,47.0,841.0,kharif,120,40,20,5.46,654.34,1.287671233
Tobacco,36.0,54,3832.0,9414.0,kharif,120,40,20,5.46,654.34,1.287671233
Groundnut,36.0,54,1023.0,1112.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,4314.0,2657.0,kharif,120,40,20,5.46,654.34,1.287671233
other oilseeds,36.0,54,1881.0,935.0,kharif,120,40,20,5.46,654.34,1.287671233
Bottle Gourd,36.0,54,106.0,0.0,kharif,120,40,20,5.46,654.34,1.287671233
Onion,36.0,54,8.0,136.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,809.0,191.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,16.0,146.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,12334.0,9991.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,281.0,101.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,1719.0,1086.0,kharif,120,40,20,5.46,654.34,1.287671233
Coriander,36.0,54,40.0,22.0,kharif,120,40,20,5.46,654.34,1.287671233
Groundnut,36.0,54,3000.0,6000.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,2000.0,1000.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,2.0,5.0,kharif,120,40,20,5.46,654.34,1.287671233
Groundnut,36.0,54,4048.0,8537.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,407.0,73.0,kharif,120,40,20,5.46,654.34,1.287671233
Onion,36.0,54,7.0,113.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,2584.0,9031.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,1533.0,6327.0,kharif,120,40,20,5.46,654.34,1.287671233
Rapeseed &Mustard,36.0,54,487.0,1180.0,kharif,120,40,20,5.46,654.34,1.287671233
Gram,36.0,54,1283.0,1944.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,1345.0,291.0,kharif,120,40,20,5.46,654.34,1.287671233
Groundnut,36.0,54,1746.0,4971.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,193.0,45.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,1188.0,4740.0,kharif,120,40,20,5.46,654.34,1.287671233
Brinjal,36.0,54,555.0,3580.0,kharif,120,40,20,5.46,654.34,1.287671233
Tomato,36.0,54,545.0,9744.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,117.0,54.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,9.0,79.0,kharif,120,40,20,5.46,654.34,1.287671233
Lemon,36.0,54,626.0,3866.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,70.0,19.0,kharif,120,40,20,5.46,654.34,1.287671233
Gram,36.0,54,769.0,1485.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,1279.0,242.0,kharif,120,40,20,5.46,654.34,1.287671233
Bajra,36.0,54,11600.0,9300.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,2000.0,600.0,kharif,120,40,20,5.46,654.34,1.287671233
Other Kharif pulses,36.0,54,100.0,2900.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,3100.0,2000.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,12603.0,7952.0,kharif,120,40,20,5.46,654.34,1.287671233
Maize,36.0,54,2635.0,6862.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,365.0,85.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,1361.0,287.0,kharif,120,40,20,5.46,654.34,1.287671233
Rapeseed &Mustard,36.0,54,2610.0,903.0,kharif,120,40,20,5.46,654.34,1.287671233
Arhar/Tur,36.0,54,958.0,366.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,398.0,121.0,kharif,120,40,20,5.46,654.34,1.287671233
Wheat,36.0,54,1264.0,876.0,kharif,120,40,20,5.46,654.34,1.287671233
Bajra,36.0,54,10352.0,6863.0,kharif,120,40,20,5.46,654.34,1.287671233
Mesta,36.0,54,86.0,650.0,kharif,120,40,20,5.46,654.34,1.287671233
Arhar/Tur,36.0,54,622.0,261.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,486.0,124.0,kharif,120,40,20,5.46,654.34,1.287671233
Cucumber,36.0,54,141.0,0.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,17.0,184.0,kharif,120,40,20,5.46,654.34,1.287671233
Rapeseed &Mustard,36.0,54,145.0,48.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,1017.0,490.0,kharif,120,40,20,5.46,654.34,1.287671233
Maize,36.0,54,769.0,5559.0,kharif,120,40,20,5.46,654.34,1.287671233
Soyabean,36.0,54,994.0,548.0,kharif,120,40,20,5.46,654.34,1.287671233
Maize,36.0,54,929.0,6941.0,kharif,120,40,20,5.46,654.34,1.287671233
Small millets,36.0,54,3.0,3.0,kharif,120,40,20,5.46,654.34,1.287671233
Soyabean,36.0,54,519.0,529.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,3323.0,2599.0,kharif,120,40,20,5.46,654.34,1.287671233
Tobacco,36.0,54,8155.0,9251.0,kharif,120,40,20,5.46,654.34,1.287671233
Tobacco,36.0,54,7000.0,10000.0,kharif,120,40,20,5.46,654.34,1.287671233
Mesta,36.0,54,2.0,16.0,kharif,120,40,20,5.46,654.34,1.287671233
Bajra,36.0,54,368.0,400.0,kharif,120,40,20,5.46,654.34,1.287671233
Rapeseed &Mustard,36.0,54,4591.0,3012.0,kharif,120,40,20,5.46,654.34,1.287671233
Coriander,36.0,54,6452.0,4445.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,33.0,8.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,1396.0,967.0,kharif,120,40,20,5.46,654.34,1.287671233
Small millets,36.0,54,82.0,44.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,74.0,436.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,1555.0,5057.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,8143.0,3436.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,1525.0,535.0,kharif,120,40,20,5.46,654.34,1.287671233
Wheat,36.0,54,563.0,808.0,kharif,120,40,20,5.46,654.34,1.287671233
Mesta,36.0,54,1005.0,7806.0,kharif,120,40,20,5.46,654.34,1.287671233
Arhar/Tur,36.0,54,760.0,201.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,1518.0,906.0,kharif,120,40,20,5.46,654.34,1.287671233
Tobacco,36.0,54,80.0,113.0,kharif,120,40,20,5.46,654.34,1.287671233
Coriander,36.0,54,1950.0,1262.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,889.0,600.0,kharif,120,40,20,5.46,654.34,1.287671233
Tobacco,36.0,54,6575.0,9277.0,kharif,120,40,20,5.46,654.34,1.287671233
Sapota,36.0,54,285.0,2681.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,2248.0,2091.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,285.0,568.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,2551.0,2005.0,kharif,120,40,20,5.46,654.34,1.287671233
Wheat,36.0,54,274.0,202.0,kharif,120,40,20,5.46,654.34,1.287671233
Cotton(lint),36.0,54,2.0,6.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,1862.0,1527.0,kharif,120,40,20,5.46,654.34,1.287671233
Soyabean,36.0,54,105.0,123.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,2500.0,900.0,kharif,120,40,20,5.46,654.34,1.287671233
Varagu,36.0,54,2100.0,1300.0,kharif,120,40,20,5.46,654.34,1.287671233
Groundnut,36.0,54,5174.0,3984.0,kharif,120,40,20,5.46,654.34,1.287671233
Sunflower,36.0,54,9922.0,8770.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,5569.0,980.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,2992.0,1110.0,kharif,120,40,20,5.46,654.34,1.287671233
Samai,36.0,54,180.0,120.0,kharif,120,40,20,5.46,654.34,1.287671233
Cashewnut,36.0,54,761.0,166.0,kharif,120,40,20,5.46,654.34,1.287671233
Castor seed,36.0,54,16484.0,4088.0,kharif,120,40,20,5.46,654.34,1.287671233
Other Kharif pulses,36.0,54,11.0,6.0,kharif,120,40,20,5.46,654.34,1.287671233
Bajra,36.0,54,717.0,880.0,kharif,120,40,20,5.46,654.34,1.287671233
Onion,36.0,54,69.0,1091.0,kharif,120,40,20,5.46,654.34,1.287671233
Wheat,36.0,54,15.0,10.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,1144.0,59.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,2115.0,224.0,kharif,120,40,20,5.46,654.34,1.287671233
Varagu,36.0,54,2000.0,1000.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,81.0,109.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,4391.0,10574.0,kharif,120,40,20,5.46,654.34,1.287671233
other oilseeds,36.0,54,1090.0,5.0,kharif,120,40,20,5.46,654.34,1.287671233
Beans & Mutter(Vegetable),36.0,54,155.0,1061.0,kharif,120,40,20,5.46,654.34,1.287671233
Cucumber,36.0,54,331.0,0.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,2063.0,1104.0,kharif,120,40,20,5.46,654.34,1.287671233
Turmeric,36.0,54,89.0,719.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,10316.0,6427.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,1995.0,6843.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,2849.0,5419.0,kharif,120,40,20,5.46,654.34,1.287671233
Coriander,36.0,54,1557.0,1101.0,kharif,120,40,20,5.46,654.34,1.287671233
Sugarcane,36.0,54,124.0,9854.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,3000.0,2000.0,kharif,120,40,20,5.46,654.34,1.287671233
Groundnut,36.0,54,2395.0,218.0,kharif,120,40,20,5.46,654.34,1.287671233
Soyabean,36.0,54,21.0,29.0,kharif,120,40,20,5.46,654.34,1.287671233
Cashewnut,36.0,54,1060.0,339.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,160.0,160.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,1434.0,284.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,129.0,2484.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,124.0,179.0,kharif,120,40,20,5.46,654.34,1.287671233
Bajra,36.0,54,990.0,2141.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,1076.0,1542.0,kharif,120,40,20,5.46,654.34,1.287671233
Cowpea(Lobia),36.0,54,3.0,1.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,2451.0,1456.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,336.0,140.0,kharif,120,40,20,5.46,654.34,1.287671233
Small millets,36.0,54,994.0,964.0,kharif,120,40,20,5.46,654.34,1.287671233
Cowpea(Lobia),36.0,54,105.0,41.0,kharif,120,40,20,5.46,654.34,1.287671233
Sunflower,36.0,54,810.0,612.0,kharif,120,40,20,5.46,654.34,1.287671233
Castor seed,36.0,54,2799.0,2575.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,58.0,558.0,kharif,120,40,20,5.46,654.34,1.287671233
Cabbage,36.0,54,1.0,19.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,1600.0,1000.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,11518.0,9491.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,12.0,18.0,kharif,120,40,20,5.46,654.34,1.287671233
Turmeric,36.0,54,698.0,5023.0,kharif,120,40,20,5.46,654.34,1.287671233
Cowpea(Lobia),36.0,54,7600.0,9705.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,936.0,1428.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,100.0,400.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,2200.0,200.0,kharif,120,40,20,5.46,654.34,1.287671233
Maize,36.0,54,100.0,200.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,5900.0,3900.0,kharif,120,40,20,5.46,654.34,1.287671233
Masoor,36.0,54,652.0,280.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,3652.0,7692.0,kharif,120,40,20,5.46,654.34,1.287671233
Groundnut,36.0,54,3796.0,5413.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,754.0,159.0,kharif,120,40,20,5.46,654.34,1.287671233
Turmeric,36.0,54,137.0,615.0,kharif,120,40,20,5.46,654.34,1.287671233
Onion,36.0,54,47.0,652.0,kharif,120,40,20,5.46,654.34,1.287671233
Gram,36.0,54,930.0,1743.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,250.0,64.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,20.0,10.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,114.0,6.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,2532.0,1729.0,kharif,120,40,20,5.46,654.34,1.287671233
Beans & Mutter(Vegetable),36.0,54,76.0,383.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,3.0,9.0,kharif,120,40,20,5.46,654.34,1.287671233
Arhar/Tur,36.0,54,586.0,248.0,kharif,120,40,20,5.46,654.34,1.287671233
Onion,36.0,54,3.0,33.0,kharif,120,40,20,5.46,654.34,1.287671233
Bhindi,36.0,54,165.0,1136.0,kharif,120,40,20,5.46,654.34,1.287671233
Turmeric,36.0,54,91.0,561.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,1331.0,495.0,kharif,120,40,20,5.46,654.34,1.287671233
Gram,36.0,54,3017.0,4607.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,9.0,5.0,kharif,120,40,20,5.46,654.34,1.287671233
Gram,36.0,54,3110.0,5968.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,27.0,348.0,kharif,120,40,20,5.46,654.34,1.287671233
Maize,36.0,54,28.0,77.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,3000.0,1000.0,kharif,120,40,20,5.46,654.34,1.287671233
Arhar/Tur,36.0,54,334.0,159.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,171.0,282.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,41.0,558.0,kharif,120,40,20,5.46,654.34,1.287671233
Maize,36.0,54,177.0,639.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,1286.0,7488.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,1164.0,230.0,kharif,120,40,20,5.46,654.34,1.287671233
Turmeric,36.0,54,111.0,692.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,23.0,23.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,17.0,7.0,kharif,120,40,20,5.46,654.34,1.287671233
Cashewnut,36.0,54,491.0,118.0,kharif,120,40,20,5.46,654.34,1.287671233
Castor seed,36.0,54,103.0,55.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,28.0,20.0,kharif,120,40,20,5.46,654.34,1.287671233
Arhar/Tur,36.0,54,1091.0,861.0,kharif,120,40,20,5.46,654.34,1.287671233
Cowpea(Lobia),36.0,54,127.0,116.0,kharif,120,40,20,5.46,654.34,1.287671233
Arhar/Tur,36.0,54,1119.0,1075.0,kharif,120,40,20,5.46,654.34,1.287671233
Arhar/Tur,36.0,54,220.0,211.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,216.0,99.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,127.0,1114.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,139.0,1219.0,kharif,120,40,20,5.46,654.34,1.287671233
Bajra,36.0,54,15.0,40.0,kharif,120,40,20,5.46,654.34,1.287671233
Maize,36.0,54,691.0,5547.0,kharif,120,40,20,5.46,654.34,1.287671233
Tomato,36.0,54,41.0,556.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,2000.0,200.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,3500.0,7300.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,1423.0,2863.0,kharif,120,40,20,5.46,654.34,1.287671233
Bajra,36.0,54,4203.0,7263.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,214.0,95.0,kharif,120,40,20,5.46,654.34,1.287671233
Sunflower,36.0,54,92.0,136.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,1024.0,1318.0,kharif,120,40,20,5.46,654.34,1.287671233
Potato,36.0,54,7.0,60.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,12.0,43.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,2092.0,2205.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,16235.0,8962.0,kharif,120,40,20,5.46,654.34,1.287671233
Turmeric,36.0,54,235.0,1016.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,140.0,7.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,805.0,948.0,kharif,120,40,20,5.46,654.34,1.287671233
Cabbage,36.0,54,242.0,0.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,47.0,508.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,1743.0,2334.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,15016.0,8904.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry ginger,36.0,54,140.0,398.0,kharif,120,40,20,5.46,654.34,1.287671233
Tomato,36.0,54,344.0,3331.0,kharif,120,40,20,5.46,654.34,1.287671233
Maize,36.0,54,1114.0,3291.0,kharif,120,40,20,5.46,654.34,1.287671233
Sunflower,36.0,54,1000.0,895.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,970.0,1863.0,kharif,120,40,20,5.46,654.34,1.287671233
Bajra,36.0,54,3986.0,2077.0,kharif,120,40,20,5.46,654.34,1.287671233
Other Kharif pulses,36.0,54,15.0,7.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,13745.0,6996.0,kharif,120,40,20,5.46,654.34,1.287671233
Turmeric,36.0,54,267.0,1570.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,1000.0,1000.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,45.0,201.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,3084.0,299.0,kharif,120,40,20,5.46,654.34,1.287671233
Onion,36.0,54,1182.0,10506.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry ginger,36.0,54,139.0,292.0,kharif,120,40,20,5.46,654.34,1.287671233
Cotton(lint),36.0,54,1248.0,4008.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry ginger,36.0,54,83.0,162.0,kharif,120,40,20,5.46,654.34,1.287671233
Cotton(lint),36.0,54,2968.0,6739.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry ginger,36.0,54,76.0,709.0,kharif,120,40,20,5.46,654.34,1.287671233
Bajra,36.0,54,1143.0,1599.0,kharif,120,40,20,5.46,654.34,1.287671233
other oilseeds,36.0,54,365.0,7795.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,5752.0,3164.0,kharif,120,40,20,5.46,654.34,1.287671233
Tobacco,36.0,54,50.0,172.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry ginger,36.0,54,60.0,469.0,kharif,120,40,20,5.46,654.34,1.287671233
Onion,36.0,54,18.0,344.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,23.0,221.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,6290.0,4661.0,kharif,120,40,20,5.46,654.34,1.287671233
Tobacco,36.0,54,16.0,55.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,1158.0,476.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,13.0,114.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry chillies,36.0,54,1937.0,9832.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,4037.0,525.0,kharif,120,40,20,5.46,654.34,1.287671233
Arhar/Tur,36.0,54,646.0,539.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,44.0,65.0,kharif,120,40,20,5.46,654.34,1.287671233
Potato,36.0,54,10.0,173.0,kharif,120,40,20,5.46,654.34,1.287671233
Arhar/Tur,36.0,54,12.0,10.0,kharif,120,40,20,5.46,654.34,1.287671233
Arhar/Tur,36.0,54,4800.0,800.0,kharif,120,40,20,5.46,654.34,1.287671233
Mesta,36.0,54,300.0,2000.0,kharif,120,40,20,5.46,654.34,1.287671233
Tobacco,36.0,54,3100.0,3600.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,2000.0,3900.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,500.0,300.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,100.0,100.0,kharif,120,40,20,5.46,654.34,1.287671233
Moong(Green Gram),36.0,54,2800.0,1200.0,kharif,120,40,20,5.46,654.34,1.287671233
Cotton(lint),36.0,54,1197.0,1979.0,kharif,120,40,20,5.46,654.34,1.287671233
Ragi,36.0,54,1582.0,2973.0,kharif,120,40,20,5.46,654.34,1.287671233
Arhar/Tur,36.0,54,6121.0,2032.0,kharif,120,40,20,5.46,654.34,1.287671233
Maize,36.0,54,6704.0,6979.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,198.0,173.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,3849.0,1016.0,kharif,120,40,20,5.46,654.34,1.287671233
Tapioca,36.0,54,554.0,3005.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,325.0,140.0,kharif,120,40,20,5.46,654.34,1.287671233
Groundnut,36.0,54,2208.0,4376.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,4006.0,1018.0,kharif,120,40,20,5.46,654.34,1.287671233
Tapioca,36.0,54,447.0,2467.0,kharif,120,40,20,5.46,654.34,1.287671233
Horse-gram,36.0,54,136.0,66.0,kharif,120,40,20,5.46,654.34,1.287671233
Jowar,36.0,54,363.0,291.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,2284.0,1322.0,kharif,120,40,20,5.46,654.34,1.287671233
Cotton(lint),36.0,54,1359.0,4045.0,kharif,120,40,20,5.46,654.34,1.287671233
Niger seed,36.0,54,15961.0,6289.0,kharif,120,40,20,5.46,654.34,1.287671233
Urad,36.0,54,3210.0,1977.0,kharif,120,40,20,5.46,654.34,1.287671233
Onion,36.0,54,164.0,1805.0,kharif,120,40,20,5.46,654.34,1.287671233
Dry ginger,36.0,54,868.0,2466.0,kharif,120,40,20,5.46,654.34,1.287671233
Tapioca,36.0,54,307.0,1927.0,kharif,120,40,20,5.46,654.34,1.287671233
Groundnut,36.0,54,8253.0,9318.0,kharif,120,40,20,5.46,654.34,1.287671233
Groundnut,36.0,54,883.0,1824.0,kharif,120,40,20,5.46,654.34,1.287671233
Sesamum,36.0,54,3090.0,930.0,kharif,120,40,20,5.46,654.34,1.287671233
Sweet potato,36.0,54,149.0,369.0,kharif,120,40,20,5.46,654.34,1.287671233
Groundnut,36.0,54,5358.0,5797.0,kharif,120,40,20,5.46,654.34,1.287671233
